ISO_3_CODE,COUNTRYNAME,WHO_REGION,YEAR,VACCINECODE,VACCINE_DESCRIPTION,SCHEDULEROUNDS,TARGETPOP,TARGETPOP_DESCRIPTION,GEOAREA,AGEADMINISTERED,AGEADMINISTERED_MONTHS
BEL,Belgium,EURO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,W8,
BEL,Belgium,EURO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,W12,
BEL,Belgium,EURO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,W8,
BEL,Belgium,EURO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,W12,
BEL,Belgium,EURO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,3.0,Unknown,General/routine,NATIONAL,W16,
BEL,Belgium,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,ADULTS,Adults,NATIONAL,Y25,300.0
BEL,Belgium,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",2.0,ADULTS,Adults,NATIONAL,+Y10,120.0
BEL,Belgium,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",3.0,ADULTS,Adults,NATIONAL,+Y10,120.0
BEL,Belgium,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",4.0,ADULTS,Adults,NATIONAL,+Y10,120.0
BEL,Belgium,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",5.0,ADULTS,Adults,NATIONAL,+Y10,120.0
BEL,Belgium,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6.0,ADULTS,Adults,NATIONAL,+Y10,120.0
BEL,Belgium,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6.0,B_ADO_W,General/routine,NATIONAL,Y14-Y16,
BEL,Belgium,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,PW,Pregnant women,NATIONAL,Not Specified,
BEN,Benin,AFRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,Unknown,General/routine,NATIONAL,B,
BEN,Benin,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,Unknown,General/routine,NATIONAL,W6,
BEN,Benin,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,Unknown,General/routine,NATIONAL,W10,
BEN,Benin,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,Unknown,General/routine,NATIONAL,W14,
BEN,Benin,AFRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,Unknown,General/routine,NATIONAL,B,
BEN,Benin,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,Unknown,General/routine,NATIONAL,W14,
BEN,Benin,AFRO,2023.0,MEN_A_CONJ,Meningococcal A conjugate vaccine,1.0,Unknown,General/routine,NATIONAL,M9,9.0
BEN,Benin,AFRO,2023.0,MR,MR (Measles and rubella) vaccine,1.0,Unknown,General/routine,NATIONAL,M9,9.0
BEN,Benin,AFRO,2023.0,OPV,OPV (Oral polio vaccine),1.0,Unknown,General/routine,NATIONAL,B,
BEN,Benin,AFRO,2023.0,OPV,OPV (Oral polio vaccine),2.0,Unknown,General/routine,NATIONAL,W6,
BEN,Benin,AFRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,Unknown,General/routine,NATIONAL,W10,
BEN,Benin,AFRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,Unknown,General/routine,NATIONAL,W14,
BEN,Benin,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,W6,
BEN,Benin,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,W10,
BEN,Benin,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,Unknown,General/routine,NATIONAL,W14,
BEN,Benin,AFRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,W6,
BEN,Benin,AFRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,W10,
BEN,Benin,AFRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,3.0,Unknown,General/routine,NATIONAL,W14,
BEN,Benin,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,
BEN,Benin,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,1.0
BEN,Benin,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,6.0
BEN,Benin,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,12.0
BEN,Benin,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,12.0
BEN,Benin,AFRO,2023.0,YF,YF (Yellow fever) vaccine,1.0,Unknown,General/routine,NATIONAL,M9,9.0
BFA,Burkina Faso,AFRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,Unknown,General/routine,NATIONAL,B,
BFA,Burkina Faso,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,Unknown,General/routine,NATIONAL,W8,
BFA,Burkina Faso,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,Unknown,General/routine,NATIONAL,W12,
BFA,Burkina Faso,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,Unknown,General/routine,NATIONAL,W16,
BFA,Burkina Faso,AFRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,Unknown,General/routine,NATIONAL,B,
BFA,Burkina Faso,AFRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y9,108.0
BFA,Burkina Faso,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,Unknown,General/routine,NATIONAL,W16,
BFA,Burkina Faso,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),2.0,Unknown,General/routine,NATIONAL,M9,9.0
BFA,Burkina Faso,AFRO,2023.0,MEN_A_CONJ,Meningococcal A conjugate vaccine,1.0,Unknown,General/routine,NATIONAL,M15,15.0
BFA,Burkina Faso,AFRO,2023.0,MR,MR (Measles and rubella) vaccine,1.0,Unknown,General/routine,NATIONAL,M9,9.0
BFA,Burkina Faso,AFRO,2023.0,MR,MR (Measles and rubella) vaccine,2.0,Unknown,General/routine,NATIONAL,M15,15.0
BFA,Burkina Faso,AFRO,2023.0,OPV,OPV (Oral polio vaccine),1.0,Unknown,General/routine,NATIONAL,B,
BFA,Burkina Faso,AFRO,2023.0,OPV,OPV (Oral polio vaccine),2.0,Unknown,General/routine,NATIONAL,W8,
BFA,Burkina Faso,AFRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,Unknown,General/routine,NATIONAL,W12,
BFA,Burkina Faso,AFRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,Unknown,General/routine,NATIONAL,W16,
BFA,Burkina Faso,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,W8,
BFA,Burkina Faso,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,W16,
BFA,Burkina Faso,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,Unknown,General/routine,NATIONAL,M9,9.0
BFA,Burkina Faso,AFRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,W8,
BFA,Burkina Faso,AFRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,W12,
BFA,Burkina Faso,AFRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,3.0,Unknown,General/routine,NATIONAL,W16,
BFA,Burkina Faso,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,1st contact,
BFA,Burkina Faso,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+M1,1.0
BFA,Burkina Faso,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,ADULTS,Adults,NATIONAL,+M6,6.0
BFA,Burkina Faso,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,ADULTS,Adults,NATIONAL,+Y2,24.0
BFA,Burkina Faso,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,ADULTS,Adults,NATIONAL,+Y1,12.0
BFA,Burkina Faso,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,Unknown,General/routine,NATIONAL,+Y1,12.0
BFA,Burkina Faso,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,Unknown,General/routine,NATIONAL,+Y2,24.0
BFA,Burkina Faso,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,Unknown,General/routine,NATIONAL,+M6,6.0
BFA,Burkina Faso,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,Unknown,General/routine,NATIONAL,+M1,1.0
BFA,Burkina Faso,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,Unknown,General/routine,NATIONAL,1st contact,
BFA,Burkina Faso,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,1.0
BFA,Burkina Faso,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,
BFA,Burkina Faso,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,6.0
BFA,Burkina Faso,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,12.0
BFA,Burkina Faso,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y2,24.0
BFA,Burkina Faso,AFRO,2023.0,VITAMINA,Vitamin A supplements,1.0,Unknown,General/routine,NATIONAL,M6,6.0
BFA,Burkina Faso,AFRO,2023.0,VITAMINA,Vitamin A supplements,2.0,Unknown,General/routine,NATIONAL,M12,12.0
BFA,Burkina Faso,AFRO,2023.0,YF,YF (Yellow fever) vaccine,1.0,Unknown,General/routine,NATIONAL,M9,9.0
BGD,Bangladesh,SEARO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,Unknown,General/routine,NATIONAL,B,
BGD,Bangladesh,SEARO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,Unknown,General/routine,NATIONAL,W14,
BGD,Bangladesh,SEARO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,Unknown,General/routine,NATIONAL,W6,
BGD,Bangladesh,SEARO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,Unknown,General/routine,NATIONAL,W10,
BGD,Bangladesh,SEARO,2023.0,IPV_FRAC,IPVf (Inactivated polio vaccine fractional dose),1.0,Unknown,General/routine,NATIONAL,W6,
BGD,Bangladesh,SEARO,2023.0,IPV_FRAC,IPVf (Inactivated polio vaccine fractional dose),3.0,Unknown,General/routine,NATIONAL,W14,
BGD,Bangladesh,SEARO,2023.0,MR,MR (Measles and rubella) vaccine,1.0,Unknown,General/routine,NATIONAL,W38,
BGD,Bangladesh,SEARO,2023.0,MR,MR (Measles and rubella) vaccine,2.0,Unknown,General/routine,NATIONAL,M15,15.0
BGD,Bangladesh,SEARO,2023.0,OPV,OPV (Oral polio vaccine),1.0,Unknown,General/routine,NATIONAL,W6,
BGD,Bangladesh,SEARO,2023.0,OPV,OPV (Oral polio vaccine),2.0,Unknown,General/routine,NATIONAL,W10,
BGD,Bangladesh,SEARO,2023.0,OPV,OPV (Oral polio vaccine),3.0,Unknown,General/routine,NATIONAL,W14,
BGD,Bangladesh,SEARO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,W6,
BGD,Bangladesh,SEARO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,W10,
BGD,Bangladesh,SEARO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,3.0,Unknown,General/routine,NATIONAL,W14,
BGD,Bangladesh,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,ADULTS,Adults,NATIONAL,+Y1,12.0
BGD,Bangladesh,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,ADULTS,Adults,NATIONAL,+M6,6.0
BGD,Bangladesh,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,ADULTS,Adults,NATIONAL,+Y1,12.0
BGD,Bangladesh,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,Y15-Y49,
BGD,Bangladesh,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+M1,1.0
BGD,Bangladesh,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,Unknown,General/routine,NATIONAL,Y15-Y49,
BGD,Bangladesh,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,Unknown,General/routine,NATIONAL,+M1,1.0
BGD,Bangladesh,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,Unknown,General/routine,NATIONAL,+Y1,12.0
BGD,Bangladesh,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,Unknown,General/routine,NATIONAL,+Y1,12.0
BGD,Bangladesh,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,Unknown,General/routine,NATIONAL,+M6,6.0
BGD,Bangladesh,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,1.0
BGD,Bangladesh,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,
BGD,Bangladesh,SEARO,2023.0,VITAMINA,Vitamin A supplements,1.0,Unknown,General/routine,NATIONAL,M6-M59,
BGR,Bulgaria,EURO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,Unknown,General/routine,NATIONAL,B,
BGR,Bulgaria,EURO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,2.0,Unknown,General/routine,NATIONAL,M7,7.0
BGR,Bulgaria,EURO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,3.0,Unknown,General/routine,NATIONAL,Y7,84.0
BGR,Bulgaria,EURO,2023.0,CCHF,CCHF (Crimean-Congo Hemorrhagic Fever) vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,Not Specified,
BGR,Bulgaria,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
BGR,Bulgaria,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2.0,Unknown,General/routine,NATIONAL,M3,3.0
BGR,Bulgaria,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3.0,Unknown,General/routine,NATIONAL,M4,4.0
BGR,Bulgaria,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
BGR,Bulgaria,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2.0,Unknown,General/routine,NATIONAL,M3,3.0
BGR,Bulgaria,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,3.0,Unknown,General/routine,NATIONAL,M4,4.0
BGR,Bulgaria,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M16,16.0
BGR,Bulgaria,EURO,2023.0,DTAPIPV,DTaP-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y6,72.0
BGR,Bulgaria,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,Unknown,General/routine,NATIONAL,B,
BGR,Bulgaria,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,2.0,Unknown,General/routine,NATIONAL,M1,1.0
BGR,Bulgaria,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,3.0,Unknown,General/routine,NATIONAL,M6,6.0
BGR,Bulgaria,EURO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y10-Y13,
BGR,Bulgaria,EURO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,+M6,6.0
BGR,Bulgaria,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>Y18,
BGR,Bulgaria,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,Not Specified,
BGR,Bulgaria,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Not Specified,
BGR,Bulgaria,EURO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,Unknown,General/routine,NATIONAL,>=M6,
BGR,Bulgaria,EURO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Not Specified,
BGR,Bulgaria,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,Unknown,General/routine,NATIONAL,M13,13.0
BGR,Bulgaria,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,Unknown,General/routine,NATIONAL,Y12,144.0
BGR,Bulgaria,EURO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
BGR,Bulgaria,EURO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,M4,4.0
BGR,Bulgaria,EURO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,3.0,Unknown,General/routine,NATIONAL,M12,12.0
BGR,Bulgaria,EURO,2023.0,RABIES,Rabies vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Not Specified,
BGR,Bulgaria,EURO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,W6,
BGR,Bulgaria,EURO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,W10-W24,
BGR,Bulgaria,EURO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,W6,
BGR,Bulgaria,EURO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,W10-W24,
BGR,Bulgaria,EURO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,3.0,Unknown,General/routine,NATIONAL,W20-W32,
BGR,Bulgaria,EURO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,Y25,300.0
BGR,Bulgaria,EURO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,ADULTS,Adults,NATIONAL,Y35,420.0
BGR,Bulgaria,EURO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,ADULTS,Adults,NATIONAL,Y45,540.0
BGR,Bulgaria,EURO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,ADULTS,Adults,NATIONAL,Y55,660.0
BGR,Bulgaria,EURO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6.0,ADULTS,Adults,NATIONAL,Y65,780.0
BGR,Bulgaria,EURO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,Unknown,General/routine,NATIONAL,Y17,204.0
BGR,Bulgaria,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6.0,B_ADO_W,General/routine,NATIONAL,Y12,144.0
BHR,Bahrain,EMRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,B,
BHR,Bahrain,EMRO,2023.0,CHOLERA,Cholera vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Not Specified,
BHR,Bahrain,EMRO,2023.0,CHOLERA,Cholera vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,Not Specified,
BHR,Bahrain,EMRO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",1.0,RISKGROUPS,Risk group(s),NATIONAL,M2,2.0
BHR,Bahrain,EMRO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",2.0,RISKGROUPS,Risk group(s),NATIONAL,M4,4.0
BHR,Bahrain,EMRO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",3.0,RISKGROUPS,Risk group(s),NATIONAL,M6,6.0
BHR,Bahrain,EMRO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",4.0,RISKGROUPS,Risk group(s),NATIONAL,M18,18.0
BHR,Bahrain,EMRO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",5.0,RISKGROUPS,Risk group(s),NATIONAL,Y4,48.0
BHR,Bahrain,EMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
BHR,Bahrain,EMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2.0,Unknown,General/routine,NATIONAL,M4,4.0
BHR,Bahrain,EMRO,2023.0,DTAPIPV,DTaP-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y4-Y5,
BHR,Bahrain,EMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,Unknown,General/routine,NATIONAL,M6,6.0
BHR,Bahrain,EMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,18.0
BHR,Bahrain,EMRO,2023.0,HEPA_ADULT,Adult Hepatitis A vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Not Specified,
BHR,Bahrain,EMRO,2023.0,HEPA_ADULT,Adult Hepatitis A vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,Not Specified,
BHR,Bahrain,EMRO,2023.0,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,1.0,CATCHUP_C,Catch-up children,NATIONAL,Y12,144.0
BHR,Bahrain,EMRO,2023.0,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,2.0,CATCHUP_C,Catch-up children,NATIONAL,Y13,156.0
BHR,Bahrain,EMRO,2023.0,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,1.0,Unknown,General/routine,NATIONAL,M15,15.0
BHR,Bahrain,EMRO,2023.0,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,2.0,Unknown,General/routine,NATIONAL,Y2,24.0
BHR,Bahrain,EMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,HW,Health workers,NATIONAL,Not Specified,
BHR,Bahrain,EMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Not Specified,
BHR,Bahrain,EMRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,Unknown,General/routine,NATIONAL,B,
BHR,Bahrain,EMRO,2023.0,HIB,Hib (Haemophilus influenzae type B) vaccine,5.0,RISKGROUPS,Risk group(s),NATIONAL,Y5,60.0
BHR,Bahrain,EMRO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y12-Y13,
BHR,Bahrain,EMRO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2.0,BOTH,HPV administered to females and males,NATIONAL,+M6-M12,
BHR,Bahrain,EMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y50,
BHR,Bahrain,EMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,Not Specified,
BHR,Bahrain,EMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,Not Specified,
BHR,Bahrain,EMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Not Specified,
BHR,Bahrain,EMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,2.0,Unknown,General/routine,NATIONAL,Y10-Y19,
